scale,quad_id,sample_rule,sample_size,sample_fraction,n_boot,metric_mean,metric_median,metric_sd,metric_min,metric_max,metric_method,metric_n_points_min,metric_n_points_max,metric_cv,metric_se,ci_low,ci_high,fixed_4000_mean,delta_from_fixed_4000,rule_type,rule_value,rule_label,rule_axis_label,sample_label,plot_sample_label,source_n_pixels,source_method,selection_note
10m,700_c,pct_3,229,0.03004066640430277,50,68.87411228929125,67.23796720224925,7.070096540176687,54.5092580890897,82.61617562283791,all_pixels,228,229,0.10265245249884646,0.9998626414404966,66.8648130845218,70.8834114940607,400.2256080878718,-331.3514957985806,percent,0.03,3% of pixels,3%,3% of pixels = 229 pixels (3.0%),"3%
229 px",7623,bootstrap_mean,Additional random bootstrap-mean quadrat selected with seed 20260703
10m,700_c,fixed_1250,1250,0.16397743670470943,50,281.1092365946679,281.1038768845641,9.371747582157715,256.09694000901965,302.77520987624746,all_pixels,1246,1250,0.03333845481452771,1.3253652533824702,278.44581540131895,283.77265778801683,400.2256080878718,-119.11637149320393,fixed,1250,"Fixed 1,250","1,250","Fixed 1,250 (16.4%)","1,250
16.4%",7623,bootstrap_mean,Additional random bootstrap-mean quadrat selected with seed 20260703
10m,700_c,fixed_2000,2000,0.26236389872753507,50,333.0738551113935,332.0889030348768,8.17648434384874,318.0555736029937,355.2274331423519,all_pixels,1995,2000,0.02454856248357947,1.1563295051602165,330.7501239718616,335.39758625092543,400.2256080878718,-67.15175297647829,fixed,2000,"Fixed 2,000","2,000","Fixed 2,000 (26.2%)","2,000
26.2%",7623,bootstrap_mean,Additional random bootstrap-mean quadrat selected with seed 20260703
10m,700_c,fixed_3000,3000,0.39354584809130266,50,372.6343542367207,372.8731736481054,7.591127133390291,356.56927519304236,393.8139056276601,all_pixels,2989,3000,0.020371517137595777,1.0735474945738943,370.47697977574285,374.79172869769855,400.2256080878718,-27.591253851151123,fixed,3000,"Fixed 3,000","3,000","Fixed 3,000 (39.4%)","3,000
39.4%",7623,bootstrap_mean,Additional random bootstrap-mean quadrat selected with seed 20260703
10m,700_c,fixed_4000,4000,0.5247277974550701,50,400.2256080878718,400.0377547015555,5.669595978286489,384.0703585237229,410.4757734727645,all_pixels,3984,3995,0.014166000035264354,0.8018019525668708,398.6143267389116,401.83688943683205,400.2256080878718,0,fixed,4000,"Fixed 4,000","4,000","Fixed 4,000 (52.5%)","4,000
52.5%",7623,bootstrap_mean,Additional random bootstrap-mean quadrat selected with seed 20260703
10m,722_a,pct_1,88,0.010021637626693999,50,4.676486712111994,4.144143827281751,2.179194510370579,1.1930675347579054,11.567376599674903,all_pixels,87,88,0.4659896722739562,0.3081846431615069,4.057166484751119,5.295806939472869,534.3893716736134,-529.7128849615013,percent,0.01,1% of pixels,1%,1% of pixels = 88 pixels (1.0%),"1%
88 px",8781,bootstrap_mean,Additional random bootstrap-mean quadrat selected with seed 20260703
10m,722_a,pct_2,176,0.020043275253387997,50,32.70600922976643,32.89694635467623,6.9387455339353,18.919626352006528,48.07330508042535,all_pixels,175,176,0.21215506560856107,0.9812868039947045,30.73403956793698,34.677978891595885,534.3893716736134,-501.68336244384693,percent,0.02,2% of pixels,2%,2% of pixels = 176 pixels (2.0%),"2%
176 px",8781,bootstrap_mean,Additional random bootstrap-mean quadrat selected with seed 20260703
10m,722_a,pct_3,263,0.029951030634324107,50,74.0330620241521,74.31158734391809,8.495742808930824,59.88115776966924,99.66463061263939,all_pixels,262,263,0.11475606406985063,1.2014794702823666,71.6185986327535,76.4475254155507,534.3893716736134,-460.35630964946125,percent,0.03,3% of pixels,3%,3% of pixels = 263 pixels (3.0%),"3%
263 px",8781,bootstrap_mean,Additional random bootstrap-mean quadrat selected with seed 20260703
10m,722_a,fixed_1250,1250,0.14235280719735793,50,354.13569816681843,352.9471651317318,13.230001880501765,333.8586814265403,392.707214786671,all_pixels,1239,1249,0.03735856607788145,1.8710048089627147,350.37577323417725,357.8956230994596,534.3893716736134,-180.25367350679494,fixed,1250,"Fixed 1,250","1,250","Fixed 1,250 (14.2%)","1,250
14.2%",8781,bootstrap_mean,Additional random bootstrap-mean quadrat selected with seed 20260703
10m,722_a,fixed_2000,2000,0.2277644915157727,50,434.25336390187096,432.7320156632868,12.962963567409897,410.60864419042355,464.4044808489375,all_pixels,1983,1994,0.02985115290975423,1.8332398885579395,430.56933041810737,437.93739738563454,534.3893716736134,-100.13600777174241,fixed,2000,"Fixed 2,000","2,000","Fixed 2,000 (22.8%)","2,000
22.8%",8781,bootstrap_mean,Additional random bootstrap-mean quadrat selected with seed 20260703
10m,722_a,fixed_3000,3000,0.341646737273659,50,499.68811436334084,500.53885578837435,9.208266920470484,474.73446407023135,524.5647877930146,all_pixels,2969,2987,0.018428028715877818,1.3022455964880892,497.0711538599778,502.3050748667039,534.3893716736134,-34.701257310272524,fixed,3000,"Fixed 3,000","3,000","Fixed 3,000 (34.2%)","3,000
34.2%",8781,bootstrap_mean,Additional random bootstrap-mean quadrat selected with seed 20260703
10m,722_a,fixed_4000,4000,0.4555289830315454,50,534.3893716736134,533.4498227163992,7.219240239435498,518.578432832052,553.1349984172996,all_pixels,3945,3969,0.01350932601227848,1.0209547456639272,532.3376862984976,536.4410570487291,534.3893716736134,0,fixed,4000,"Fixed 4,000","4,000","Fixed 4,000 (45.6%)","4,000
45.6%",8781,bootstrap_mean,Additional random bootstrap-mean quadrat selected with seed 20260703
10m,800_a,pct_1,40,0.01006036217303823,50,0.41545041432867014,0.20685547568982682,0.5375486498862866,0.0012092521584955514,2.837993319504436,all_pixels,39,40,1.293893642529918,0.0760208591104533,0.26268077835501247,0.5682200503023278,557.4223377608922,-557.0068873465635,percent,0.01,1% of pixels,1%,1% of pixels = 40 pixels (1.0%),"1%
40 px",3976,bootstrap_mean,"Original 10 m replacement: closest bootstrap-mean quadrat at or below 4,000 retained pixels"
10m,800_a,pct_2,80,0.02012072434607646,50,3.200199546053486,2.924870113351517,1.6283164581002003,0.5596133749636483,7.917891123765303,all_pixels,79,80,0.5088171642634768,0.23027872188806248,2.737437128909465,3.662961963197507,557.4223377608922,-554.2221382148388,percent,0.02,2% of pixels,2%,2% of pixels = 80 pixels (2.0%),"2%
80 px",3976,bootstrap_mean,"Original 10 m replacement: closest bootstrap-mean quadrat at or below 4,000 retained pixels"
10m,800_a,pct_3,119,0.02992957746478873,50,10.639319662296579,10.34166148127725,3.461339436347607,5.019100991765455,19.306115999226886,all_pixels,117,119,0.3253346591900831,0.489507317485963,9.655617878683227,11.62302144590993,557.4223377608922,-546.7830180985957,percent,0.03,3% of pixels,3%,3% of pixels = 119 pixels (3.0%),"3%
119 px",3976,bootstrap_mean,"Original 10 m replacement: closest bootstrap-mean quadrat at or below 4,000 retained pixels"
10m,800_a,fixed_1250,1250,0.31438631790744465,50,320.7558728826645,319.5906020033482,10.869085127994211,289.6300877020909,345.1088544038909,all_pixels,1235,1246,0.033885849167195836,1.537120759859712,317.66691306717314,323.84483269815587,557.4223377608922,-236.6664648782277,fixed,1250,"Fixed 1,250","1,250","Fixed 1,250 (31.4%)","1,250
31.4%",3976,bootstrap_mean,"Original 10 m replacement: closest bootstrap-mean quadrat at or below 4,000 retained pixels"
10m,800_a,fixed_2000,2000,0.5030181086519114,50,415.1898928184614,415.43404781228855,11.459651247212443,391.0730369012263,441.75009164581815,all_pixels,1971,1988,0.027600987994722426,1.6206394213873592,411.9330959689259,418.44668966799685,557.4223377608922,-142.23244494243085,fixed,2000,"Fixed 2,000","2,000","Fixed 2,000 (50.3%)","2,000
50.3%",3976,bootstrap_mean,"Original 10 m replacement: closest bootstrap-mean quadrat at or below 4,000 retained pixels"
10m,800_a,fixed_3000,3000,0.7545271629778671,50,500.0255150288848,501.65279335429193,8.397077287742606,477.02920225464385,522.4236976698228,all_pixels,2945,2966,0.0167932976125379,1.1875260584620677,497.63909206835376,502.41193798941583,557.4223377608922,-57.39682273200742,fixed,3000,"Fixed 3,000","3,000","Fixed 3,000 (75.5%)","3,000
75.5%",3976,bootstrap_mean,"Original 10 m replacement: closest bootstrap-mean quadrat at or below 4,000 retained pixels"
10m,800_a,fixed_4000,3976,1,50,557.4223377608922,557.4223377608922,0,557.4223377608922,557.4223377608922,all_pixels,3900,3900,0,0,557.4223377608922,557.4223377608922,557.4223377608922,0,fixed,4000,"Fixed 4,000","4,000","Fixed 4,000 (100.0%)","3,976
100.0%",3976,bootstrap_mean,"Original 10 m replacement: closest bootstrap-mean quadrat at or below 4,000 retained pixels"
10m,914_a,pct_1,72,0.009972299168975069,50,6.1771987080679995,6.069275978095398,2.798515933958379,1.8046972972556787,12.19779179433811,all_pixels,72,72,0.4530396489112865,0.3957699188321148,5.381869279582332,6.972528136553667,447.81706546762206,-441.6398667595541,percent,0.01,1% of pixels,1%,1% of pixels = 72 pixels (1.0%),"1%
72 px",7220,bootstrap_mean,Additional random bootstrap-mean quadrat selected with seed 20260703
10m,914_a,pct_2,144,0.019944598337950138,50,31.669554450972388,31.582727071998182,5.0715533011225435,21.475297692259137,41.70525372357391,all_pixels,144,144,0.16013971112141193,0.7172259460745543,30.228234950314373,33.1108739516304,447.81706546762206,-416.1475110166497,percent,0.02,2% of pixels,2%,2% of pixels = 144 pixels (2.0%),"2%
144 px",7220,bootstrap_mean,Additional random bootstrap-mean quadrat selected with seed 20260703
10m,914_a,pct_3,217,0.030055401662049862,50,69.74930019723588,69.93188989618932,8.84761080562767,51.71135018457185,86.32943550762614,all_pixels,216,217,0.12684873942259703,1.2512411195917397,67.23483702762645,72.26376336684531,447.81706546762206,-378.0677652703862,percent,0.03,3% of pixels,3%,3% of pixels = 217 pixels (3.0%),"3%
217 px",7220,bootstrap_mean,Additional random bootstrap-mean quadrat selected with seed 20260703
10m,914_a,fixed_1250,1250,0.1731301939058172,50,253.9631913038396,252.80656309167938,9.462551624176502,229.81948560187627,276.18403065540025,all_pixels,1244,1250,0.03725953976084502,1.3382068841565966,251.27396388728263,256.65241872039655,447.81706546762206,-193.85387416378245,fixed,1250,"Fixed 1,250","1,250","Fixed 1,250 (17.3%)","1,250
17.3%",7220,bootstrap_mean,Additional random bootstrap-mean quadrat selected with seed 20260703
10m,914_a,fixed_2000,2000,0.2770083102493075,50,324.0521724875688,323.82682165910296,11.321667262436415,301.74360521236986,346.90592210908744,all_pixels; fallback_sampled_pixels,1983,1998,0.03493779157697434,1.6011255391213048,320.8345902526154,327.2697547225222,447.81706546762206,-123.76489298005328,fixed,2000,"Fixed 2,000","2,000","Fixed 2,000 (27.7%)","2,000
27.7%",7220,bootstrap_mean,Additional random bootstrap-mean quadrat selected with seed 20260703
10m,914_a,fixed_3000,3000,0.4155124653739612,50,391.73544495400535,392.5269513465138,11.146960025000906,369.1509521933538,411.667066278372,all_pixels,2977,2993,0.028455326594992444,1.5764182046587016,388.56751396656347,394.9033759414472,447.81706546762206,-56.08162051361671,fixed,3000,"Fixed 3,000","3,000","Fixed 3,000 (41.6%)","3,000
41.6%",7220,bootstrap_mean,Additional random bootstrap-mean quadrat selected with seed 20260703
10m,914_a,fixed_4000,4000,0.554016620498615,50,447.81706546762206,449.61482473271326,10.307629639462313,420.8525105468846,475.496884078232,all_pixels,3962,3982,0.023017500748210257,1.4577189632046499,444.8876695364723,450.7464613987718,447.81706546762206,0,fixed,4000,"Fixed 4,000","4,000","Fixed 4,000 (55.4%)","4,000
55.4%",7220,bootstrap_mean,Additional random bootstrap-mean quadrat selected with seed 20260703
20m,100,pct_1,308,0.009997403271877434,50,90.4928788514293,89.86130678570775,9.8227745806293,69.54301921779071,107.97629475035463,all_pixels,308,308,0.10854748688851282,1.3891501032059648,87.70127720337106,93.28448049948753,572.6411997886673,-482.14832093723805,percent,0.01,1% of pixels,1%,1% of pixels = 308 pixels (1.0%),"1%
308 px",30808,bootstrap_mean,Additional random bootstrap-mean quadrat selected with seed 20260703
20m,100,pct_2,616,0.019994806543754868,50,227.73832583189295,226.33991167614255,10.76478414998419,201.68537465194942,256.8729288716164,all_pixels,616,616,0.04726821500361037,1.5223703740926569,224.67900802637718,230.79764363740873,572.6411997886673,-344.9028739567744,percent,0.02,2% of pixels,2%,2% of pixels = 616 pixels (2.0%),"2%
616 px",30808,bootstrap_mean,Additional random bootstrap-mean quadrat selected with seed 20260703
20m,100,pct_3,924,0.029992209815632304,50,312.572638932486,312.13466288853806,11.729157385115764,283.14120503379365,330.14792787595985,all_pixels,923,924,0.037524581246694465,1.658753344923926,309.23924928602156,315.9060285789504,572.6411997886673,-260.06856085618136,percent,0.03,3% of pixels,3%,3% of pixels = 924 pixels (3.0%),"3%
924 px",30808,bootstrap_mean,Additional random bootstrap-mean quadrat selected with seed 20260703
20m,100,fixed_1250,1250,0.04057387691508699,50,371.71589360059176,368.847350093743,11.502624363166829,349.1612631666019,398.70818046603085,all_pixels,1250,1250,0.030944666507928188,1.6267167377273715,368.4468839266312,374.9849032745523,572.6411997886673,-200.92530618807558,fixed,1250,"Fixed 1,250","1,250","Fixed 1,250 (4.1%)","1,250
4.1%",30808,bootstrap_mean,Additional random bootstrap-mean quadrat selected with seed 20260703
20m,100,fixed_2000,2000,0.06491820306413919,50,456.34440571239105,458.3188248606131,12.655198795903747,415.0450392781023,477.4233961317622,all_pixels,2000,2000,0.027731683871851005,1.789715377169474,452.74783800892186,459.94097341586024,572.6411997886673,-116.29679407627629,fixed,2000,"Fixed 2,000","2,000","Fixed 2,000 (6.5%)","2,000
6.5%",30808,bootstrap_mean,Additional random bootstrap-mean quadrat selected with seed 20260703
20m,100,fixed_3000,3000,0.09737730459620877,50,523.8483022732651,525.4950318317744,13.133583173027537,498.75209195235664,551.5318867478646,all_pixels,2999,3000,0.02507134816708142,1.8573691445850609,520.115779234099,527.5808253124311,572.6411997886673,-48.792897515402274,fixed,3000,"Fixed 3,000","3,000","Fixed 3,000 (9.7%)","3,000
9.7%",30808,bootstrap_mean,Additional random bootstrap-mean quadrat selected with seed 20260703
20m,100,fixed_4000,4000,0.12983640612827838,50,572.6411997886673,570.758882420711,11.7795380972471,550.0805031626553,597.0146709301138,all_pixels,3999,4000,0.020570538937111627,1.665878253561741,569.2934921022376,575.9889074750971,572.6411997886673,0,fixed,4000,"Fixed 4,000","4,000","Fixed 4,000 (13.0%)","4,000
13.0%",30808,bootstrap_mean,Additional random bootstrap-mean quadrat selected with seed 20260703
20m,1201,pct_1,248,0.009998790468894892,50,67.26587538399107,66.52863797990412,9.2332397289705,52.85336662499228,94.41174105982202,all_pixels,247,248,0.1372648415896177,1.305777284935216,64.64181768697941,69.88993308100274,486.3584123258684,-419.09253694187737,percent,0.01,1% of pixels,1%,1% of pixels = 248 pixels (1.0%),"1%
248 px",24803,bootstrap_mean,Additional random bootstrap-mean quadrat selected with seed 20260703
20m,1201,pct_2,496,0.019997580937789784,50,189.73233179192533,189.62635197594037,11.472104274059783,163.13723613068623,210.85825921414522,all_pixels,495,496,0.06046467761035557,1.6224005453333694,186.47199583131842,192.99266775253224,486.3584123258684,-296.6260805339431,percent,0.02,2% of pixels,2%,2% of pixels = 496 pixels (2.0%),"2%
496 px",24803,bootstrap_mean,Additional random bootstrap-mean quadrat selected with seed 20260703
20m,1201,pct_3,744,0.029996371406684676,50,271.52241419614074,270.95703712986705,13.22460868281935,245.93539063412203,299.24594153234864,all_pixels,743,744,0.048705403279400115,1.8702420956320116,267.76402199332193,275.28080639895956,486.3584123258684,-214.83599812972767,percent,0.03,3% of pixels,3%,3% of pixels = 744 pixels (3.0%),"3%
744 px",24803,bootstrap_mean,Additional random bootstrap-mean quadrat selected with seed 20260703
20m,1201,fixed_1250,1250,0.05039712937951054,50,345.02619854775276,343.81262873201706,11.171929144285873,323.98799111236906,374.4878443789348,all_pixels,1248,1250,0.03237994445439088,1.5799493713720327,341.85117141512563,348.2012256803799,486.3584123258684,-141.33221377811566,fixed,1250,"Fixed 1,250","1,250","Fixed 1,250 (5.0%)","1,250
5.0%",24803,bootstrap_mean,Additional random bootstrap-mean quadrat selected with seed 20260703
20m,1201,fixed_2000,2000,0.08063540700721687,50,402.8429562856051,401.88672977484674,11.715173618000998,381.56024170313356,435.1771515161676,all_pixels,1996,2000,0.029081242293573197,1.6567757416132491,399.5135407817827,406.17237178942753,486.3584123258684,-83.5154560402633,fixed,2000,"Fixed 2,000","2,000","Fixed 2,000 (8.1%)","2,000
8.1%",24803,bootstrap_mean,Additional random bootstrap-mean quadrat selected with seed 20260703
20m,1201,fixed_3000,3000,0.1209531105108253,50,452.16964937624135,452.0264310313793,11.544599569215778,421.34234990457867,471.9530882682088,all_pixels,2993,3000,0.025531566714266013,1.6326529282951543,448.88871048071286,455.45058827176985,486.3584123258684,-34.18876294962706,fixed,3000,"Fixed 3,000","3,000","Fixed 3,000 (12.1%)","3,000
12.1%",24803,bootstrap_mean,Additional random bootstrap-mean quadrat selected with seed 20260703
20m,1201,fixed_4000,4000,0.16127081401443374,50,486.3584123258684,485.5850047077167,9.004608097639121,465.1744372023546,507.0047814763759,all_pixels,3991,3999,0.018514346353293628,1.273443889553584,483.799331019548,488.91749363218884,486.3584123258684,0,fixed,4000,"Fixed 4,000","4,000","Fixed 4,000 (16.1%)","4,000
16.1%",24803,bootstrap_mean,Additional random bootstrap-mean quadrat selected with seed 20260703
20m,1402,pct_1,271,0.010014411884261483,50,91.91827248314844,92.58616218520982,11.396910825873722,71.84501502056122,113.52251489516539,all_pixels,270,271,0.12398961074864782,1.6117665859107368,88.6793062640699,95.15723870222699,433.9039588930487,-341.98568640990027,percent,0.01,1% of pixels,1%,1% of pixels = 271 pixels (1.0%),"1%
271 px",27061,bootstrap_mean,Additional random bootstrap-mean quadrat selected with seed 20260703
20m,1402,pct_2,541,0.01999187021913455,50,188.85079971736755,188.22150521884868,10.038115161663937,166.63814524408855,217.29228554800434,all_pixels,538,541,0.05315368098354305,1.4196038602288132,185.99799895331864,191.70360048141646,433.9039588930487,-245.05315917568115,percent,0.02,2% of pixels,2%,2% of pixels = 541 pixels (2.0%),"2%
541 px",27061,bootstrap_mean,Additional random bootstrap-mean quadrat selected with seed 20260703
20m,1402,pct_3,812,0.03000628210339603,50,242.9913439361111,244.99077728609603,10.818370761693986,216.78772927993396,263.7491349650348,all_pixels,809,812,0.04452163022127415,1.5299486653968184,239.9167969840507,246.06589088817148,433.9039588930487,-190.9126149569376,percent,0.03,3% of pixels,3%,3% of pixels = 812 pixels (3.0%),"3%
812 px",27061,bootstrap_mean,Additional random bootstrap-mean quadrat selected with seed 20260703
20m,1402,fixed_1250,1250,0.046191936735523444,50,298.9967644934872,301.4400325289346,10.30400652989282,268.99863786465454,313.00153027422823,all_pixels,1243,1250,0.03446193321639527,1.457206578135536,296.0683982386842,301.9251307482902,433.9039588930487,-134.9071943995615,fixed,1250,"Fixed 1,250","1,250","Fixed 1,250 (4.6%)","1,250
4.6%",27061,bootstrap_mean,Additional random bootstrap-mean quadrat selected with seed 20260703
20m,1402,fixed_2000,2000,0.07390709877683752,50,352.90632765872994,352.59357899574354,9.505462193309542,332.4866410567296,372.7530454340018,all_pixels,1989,1999,0.02693480237764845,1.3442753550403062,350.20490519335783,355.60775012410204,433.9039588930487,-80.99763123431876,fixed,2000,"Fixed 2,000","2,000","Fixed 2,000 (7.4%)","2,000
7.4%",27061,bootstrap_mean,Additional random bootstrap-mean quadrat selected with seed 20260703
20m,1402,fixed_3000,3000,0.11086064816525627,50,402.7318158797351,401.43620821622324,10.31550840641883,382.21455315833134,431.77794768941015,all_pixels,2978,2996,0.025613840277022654,1.4588331891131183,399.8001808277911,405.6634509316791,433.9039588930487,-31.172143013313587,fixed,3000,"Fixed 3,000","3,000","Fixed 3,000 (11.1%)","3,000
11.1%",27061,bootstrap_mean,Additional random bootstrap-mean quadrat selected with seed 20260703
20m,1402,fixed_4000,4000,0.14781419755367503,50,433.9039588930487,436.33277558912357,9.074657811399092,408.33868737614534,449.0502828071485,all_pixels,3969,3990,0.02091397791011137,1.2833504150775543,431.3249696783493,436.4829481077481,433.9039588930487,0,fixed,4000,"Fixed 4,000","4,000","Fixed 4,000 (14.8%)","4,000
14.8%",27061,bootstrap_mean,Additional random bootstrap-mean quadrat selected with seed 20260703
20m,1512,pct_1,310,0.010005163955589981,50,83.0072683600387,82.55294979561504,9.655634196542819,64.87947021207638,120.01528988833329,all_pixels,309,310,0.11632275567317943,1.3655128834064296,80.26316748356419,85.7513692365132,597.4554092065058,-514.4481408464671,percent,0.01,1% of pixels,1%,1% of pixels = 310 pixels (1.0%),"1%
310 px",30984,bootstrap_mean,Additional random bootstrap-mean quadrat selected with seed 20260703
20m,1512,pct_2,620,0.020010327911179963,50,232.06463620997113,232.0894114159435,13.2970639841035,201.42182328442038,269.25746577867835,all_pixels,617,620,0.057298967224253726,1.880488822606199,228.2856524383634,235.84361998157885,597.4554092065058,-365.3907729965347,percent,0.02,2% of pixels,2%,2% of pixels = 620 pixels (2.0%),"2%
620 px",30984,bootstrap_mean,Additional random bootstrap-mean quadrat selected with seed 20260703
20m,1512,pct_3,930,0.030015491866769946,50,327.1081201651414,325.23405555611856,14.090397926533825,299.8971972346411,355.0603638193903,all_pixels,926,930,0.043075659263427185,1.9926831846937871,323.1036733817369,331.11256694854586,597.4554092065058,-270.34728904136443,percent,0.03,3% of pixels,3%,3% of pixels = 930 pixels (3.0%),"3%
930 px",30984,bootstrap_mean,Additional random bootstrap-mean quadrat selected with seed 20260703
20m,1512,fixed_1250,1250,0.0403434030467338,50,392.5107560436949,390.01022700159785,12.93439227366748,364.1504594522827,419.19077128094324,all_pixels,1244,1250,0.03295296262461558,1.8291992974474323,388.83484243177037,396.1866696556195,597.4554092065058,-204.94465316281088,fixed,1250,"Fixed 1,250","1,250","Fixed 1,250 (4.0%)","1,250
4.0%",30984,bootstrap_mean,Additional random bootstrap-mean quadrat selected with seed 20260703
20m,1512,fixed_2000,2000,0.06454944487477407,50,481.20486574106087,480.3956444293185,11.331788881391994,452.94416893327525,502.91757722025517,all_pixels,1988,1998,0.023548782832735725,1.60255695220132,477.9844069738278,484.42532450829395,597.4554092065058,-116.25054346544493,fixed,2000,"Fixed 2,000","2,000","Fixed 2,000 (6.5%)","2,000
6.5%",30984,bootstrap_mean,Additional random bootstrap-mean quadrat selected with seed 20260703
20m,1512,fixed_3000,3000,0.09682416731216112,50,547.1622960334314,546.7216880088996,11.969863079996014,512.7407280124105,568.5404129626725,all_pixels,2984,2996,0.021876257130233,1.6927942707479349,543.7604985853822,550.5640934814807,597.4554092065058,-50.2931131730744,fixed,3000,"Fixed 3,000","3,000","Fixed 3,000 (9.7%)","3,000
9.7%",30984,bootstrap_mean,Additional random bootstrap-mean quadrat selected with seed 20260703
20m,1512,fixed_4000,4000,0.12909888974954814,50,597.4554092065058,595.033193245968,11.686641678508735,577.7129920595902,626.341626880989,all_pixels,3973,3990,0.019560692728567027,1.6527407160341725,594.1341023901683,600.7767160228433,597.4554092065058,0,fixed,4000,"Fixed 4,000","4,000","Fixed 4,000 (12.9%)","4,000
12.9%",30984,bootstrap_mean,Additional random bootstrap-mean quadrat selected with seed 20260703
20m,1518,pct_1,357,0.009996359868955283,50,100.66974566704542,100.10909396375035,12.874651763058981,77.03966325181638,125.16243340556922,all_pixels,357,357,0.1278899800307486,1.820750713414869,97.0108101203815,104.32868121370933,663.396981934209,-562.7272362671636,percent,0.01,1% of pixels,1%,1% of pixels = 357 pixels (1.0%),"1%
357 px",35713,bootstrap_mean,Additional random bootstrap-mean quadrat selected with seed 20260703
20m,1518,pct_2,714,0.019992719737910565,50,234.12940437595225,233.7708973074062,14.025793104504546,198.48339273011055,263.5245093221932,all_pixels,712,714,0.05990615805771534,1.9835466831429365,230.14331807981836,238.11549067208614,663.396981934209,-429.2675775582567,percent,0.02,2% of pixels,2%,2% of pixels = 714 pixels (2.0%),"2%
714 px",35713,bootstrap_mean,Additional random bootstrap-mean quadrat selected with seed 20260703
20m,1518,pct_3,1071,0.029989079606865848,50,319.53727273944696,322.8862170117367,15.46176741860098,274.5573311613331,357.4471759080504,all_pixels,1070,1071,0.048387993319354075,2.1866241181643944,315.1430870586742,323.9314584202197,663.396981934209,-343.859709194762,percent,0.03,3% of pixels,3%,"3% of pixels = 1,071 pixels (3.0%)","3%
1,071 px",35713,bootstrap_mean,Additional random bootstrap-mean quadrat selected with seed 20260703
20m,1518,fixed_1250,1250,0.03500126004536163,50,355.7156783644349,355.35285253983466,13.692794148279313,331.50977066578565,390.9659645982881,all_pixels,1249,1250,0.03849364810468344,1.9364535191279557,351.8242293245436,359.6071274043262,663.396981934209,-307.68130356977406,fixed,1250,"Fixed 1,250","1,250","Fixed 1,250 (3.5%)","1,250
3.5%",35713,bootstrap_mean,Additional random bootstrap-mean quadrat selected with seed 20260703
20m,1518,fixed_2000,2000,0.05600201607257861,50,463.6867321712798,463.2431471560699,17.304402362417385,427.96790283156554,497.1825919643508,all_pixels,1997,2000,0.03731916650145893,2.447212050969169,458.7688754336479,468.6045889089117,663.396981934209,-199.71024976292915,fixed,2000,"Fixed 2,000","2,000","Fixed 2,000 (5.6%)","2,000
5.6%",35713,bootstrap_mean,Additional random bootstrap-mean quadrat selected with seed 20260703
20m,1518,fixed_3000,3000,0.08400302410886792,50,572.7145314746556,572.3394666331039,16.253630200568516,528.0740592555387,611.0502267322106,all_pixels,2996,3000,0.02837998567753783,2.2986104267440925,568.0953008812636,577.3337620680476,663.396981934209,-90.68245045955337,fixed,3000,"Fixed 3,000","3,000","Fixed 3,000 (8.4%)","3,000
8.4%",35713,bootstrap_mean,Additional random bootstrap-mean quadrat selected with seed 20260703
20m,1518,fixed_4000,4000,0.11200403214515722,50,663.396981934209,662.3600298360274,18.93823397332873,616.5699831214293,714.8113767827235,all_pixels,3994,4000,0.028547362271851416,2.67827073324764,658.0147953903465,668.7791684780714,663.396981934209,0,fixed,4000,"Fixed 4,000","4,000","Fixed 4,000 (11.2%)","4,000
11.2%",35713,bootstrap_mean,Additional random bootstrap-mean quadrat selected with seed 20260703
20m,1800,pct_1,300,0.010003334444814937,50,87.0791390052998,88.55053158241306,10.165754118221122,58.84006816929178,112.56991984616491,all_pixels,299,300,0.11674155526046733,1.4376547345738453,84.19006365115858,89.968214359441,546.5497044693014,-459.47056546400165,percent,0.01,1% of pixels,1%,1% of pixels = 300 pixels (1.0%),"1%
300 px",29990,bootstrap_mean,Additional random bootstrap-mean quadrat selected with seed 20260703
20m,1800,pct_2,600,0.020006668889629875,50,227.39727631865608,226.32822892862401,12.885429746739138,196.04832812583737,260.15019725806195,all_pixels,599,600,0.05666483765919229,1.8222749504844205,223.73527770292168,231.0592749343905,546.5497044693014,-319.1524281506454,percent,0.02,2% of pixels,2%,2% of pixels = 600 pixels (2.0%),"2%
600 px",29990,bootstrap_mean,Additional random bootstrap-mean quadrat selected with seed 20260703
20m,1800,pct_3,900,0.030010003334444816,50,303.79113331001537,302.8053683876906,10.16551130000649,274.82433683784836,323.2359984351137,all_pixels,898,900,0.03346217247766972,1.437620394892613,300.9021269640472,306.6801396559835,546.5497044693014,-242.75857115928608,percent,0.03,3% of pixels,3%,3% of pixels = 900 pixels (3.0%),"3%
900 px",29990,bootstrap_mean,Additional random bootstrap-mean quadrat selected with seed 20260703
20m,1800,fixed_1250,1250,0.04168056018672891,50,364.04930951076363,363.5247953894424,12.818388620298473,340.5892776666084,409.78727803232215,all_pixels,1246,1250,0.035210583526513954,1.8127939034595044,360.40636377235256,367.6922552491747,546.5497044693014,-182.5003949585378,fixed,1250,"Fixed 1,250","1,250","Fixed 1,250 (4.2%)","1,250
4.2%",29990,bootstrap_mean,Additional random bootstrap-mean quadrat selected with seed 20260703
