"quad_id","n_pixels","manual_excluded","metric_method","pca_euclidean_mean","pca_euclidean_median","pca_euclidean_sd","rao_q_pca","rao_q_distance","alpha_hull_area","alpha_hull_method","alpha_hull_n_points","alpha_hull_alpha","pca_convex_hull_area","pca_hull_volume_3d","pca_hull_area_3d","pca_hull_3d_method","pca_hull_3d_n_points"
"0",21506,FALSE,"all_pixels",8.4635996261776,7.98271532484034,4.22675718993969,178.994328508763,"squared_euclidean_pc1_pc3",698.47327642876,"sampled_pixels",10000,1,1348.94734124892,13314.2131493459,3464.14105464146,"sampled_pixels",10000
"1",30116,FALSE,"all_pixels",9.15989401850006,7.90510323817946,5.40417100985351,226.215505962921,"squared_euclidean_pc1_pc3",875.589439223913,"sampled_pixels",10000,1,1759.73201738034,19902.6443573483,5084.8276615285,"sampled_pixels",10000
"10",30355,FALSE,"all_pixels",8.11502788125778,7.34778508034299,4.47155191602432,171.695590706666,"squared_euclidean_pc1_pc3",732.873537848148,"sampled_pixels",10000,1,1550.40579682052,14317.1517506782,4079.78336190963,"sampled_pixels",10000
"100",30808,FALSE,"all_pixels",8.82554164565985,8.19112252305625,4.46286728662416,195.61344652677,"squared_euclidean_pc1_pc3",721.834736685011,"sampled_pixels",10000,1,1536.26074866494,13745.5100302304,3637.07877826258,"sampled_pixels",10000
"1000",29877,FALSE,"all_pixels",8.03810372788769,7.40983385899028,4.16170361372877,163.86061761225,"squared_euclidean_pc1_pc3",642.276977561763,"sampled_pixels",10000,1,1387.60005641631,10326.4140277625,3395.57952345977,"sampled_pixels",10000
"1001",31500,FALSE,"all_pixels",7.89396755056034,6.94984817144717,4.3987662675761,163.326508215008,"squared_euclidean_pc1_pc3",701.527330617584,"sampled_pixels",10000,1,1140.1437804737,9848.22290304051,2895.62677299809,"sampled_pixels",10000
"1002",33370,FALSE,"all_pixels",9.59328304757226,8.83914077346353,5.07192493773372,235.509462640277,"squared_euclidean_pc1_pc3",873.784054361998,"sampled_pixels",10000,1,1724.55990911825,17326.5808754427,4388.27987035293,"sampled_pixels",10000
"1003",33621,FALSE,"all_pixels",8.26831502273741,7.37105933423699,4.70605527426545,181.022661671533,"squared_euclidean_pc1_pc3",765.871493336508,"sampled_pixels",10000,1,1359.29329511348,18629.7772602494,4252.68881063268,"sampled_pixels",10000
"1004",29272,FALSE,"all_pixels",7.57089480981782,6.83813800081574,4.07548935029154,147.854988484828,"squared_euclidean_pc1_pc3",666.348873595925,"sampled_pixels",10000,1,1153.19453314799,10053.0487897467,2871.34413146173,"sampled_pixels",10000
"1005",30323,FALSE,"all_pixels",8.24708596985949,7.79872420828862,4.22457806431263,171.72179650123,"squared_euclidean_pc1_pc3",637.749258443547,"sampled_pixels",10000,1,1083.13358869491,8284.63318198368,2654.64823603165,"sampled_pixels",10000
"1006",31780,FALSE,"all_pixels",8.21998844587764,7.47752882279825,4.54230839487968,176.400252746837,"squared_euclidean_pc1_pc3",708.327913146065,"sampled_pixels",10000,1,1299.41537366857,13824.8797387195,3672.04877831347,"sampled_pixels",10000
"1007",30080,FALSE,"all_pixels",8.89942964599959,8.28876517660585,4.52339825068619,199.320599069226,"squared_euclidean_pc1_pc3",784.468183112878,"sampled_pixels",10000,1,1909.37893719638,18045.8688947366,4281.83925736001,"sampled_pixels",10000
"1008",27306,FALSE,"all_pixels",9.49050254539577,8.77305095293865,4.88353137354134,227.835287694362,"squared_euclidean_pc1_pc3",753.609183209846,"sampled_pixels",10000,1,1347.94256198401,13849.3962600331,3690.72461385191,"sampled_pixels",10000
"1009",NA,TRUE,"manual_excluded",NA,NA,NA,NA,"squared_euclidean_pc1_pc3",NA,"manual_excluded",NA,1,NA,NA,NA,"manual_excluded",NA
"101",34471,FALSE,"all_pixels",9.50591972755217,8.20782237742528,5.68561707953462,245.375627321945,"squared_euclidean_pc1_pc3",950.47614465473,"sampled_pixels",10000,1,1875.06601576723,17368.1018883069,4670.77282408586,"sampled_pixels",10000
"1010",NA,TRUE,"manual_excluded",NA,NA,NA,NA,"squared_euclidean_pc1_pc3",NA,"manual_excluded",NA,1,NA,NA,NA,"manual_excluded",NA
"1011",33094,FALSE,"all_pixels",8.78821634522181,8.05693523015079,4.70703062063806,198.776428605969,"squared_euclidean_pc1_pc3",740.583697665806,"sampled_pixels",10000,1,1760.8472301873,17705.4979783204,4309.31572946676,"sampled_pixels",10000
"1012",36566,FALSE,"all_pixels",10.3307160655947,8.69136058793314,6.89266675815144,308.462500407497,"squared_euclidean_pc1_pc3",957.405682288272,"sampled_pixels",10000,1,2144.76284624072,23419.3166529603,5491.81978706066,"sampled_pixels",10000
"1013",NA,TRUE,"manual_excluded",NA,NA,NA,NA,"squared_euclidean_pc1_pc3",NA,"manual_excluded",NA,1,NA,NA,NA,"manual_excluded",NA
"1014",NA,TRUE,"manual_excluded",NA,NA,NA,NA,"squared_euclidean_pc1_pc3",NA,"manual_excluded",NA,1,NA,NA,NA,"manual_excluded",NA
"1015",16484,FALSE,"all_pixels",4.72722504441054,4.20301780758459,2.75665792838098,59.890717104492,"squared_euclidean_pc1_pc3",355.134959762842,"sampled_pixels",10000,1,638.689589858279,4020.04787720125,1561.99867058562,"sampled_pixels",10000
"1016",14776,FALSE,"all_pixels",4.32504644018455,3.97944532333741,2.14116011756149,46.5805661752594,"squared_euclidean_pc1_pc3",235.308477428493,"sampled_pixels",10000,1,408.738913815421,2522.43673062378,1132.91537292968,"sampled_pixels",10000
"1017",22304,FALSE,"all_pixels",4.48069677295339,4.00491068039503,2.60805799607829,53.756610231691,"squared_euclidean_pc1_pc3",273.849764630023,"sampled_pixels",10000,1,505.694653388529,2810.44744840208,1223.00369328414,"sampled_pixels",10000
"1018",19813,FALSE,"all_pixels",7.18515394892041,5.64883552931945,5.17852537468903,156.884417628797,"squared_euclidean_pc1_pc3",525.012079571931,"sampled_pixels",10000,1,1350.35903519464,10307.5555678019,3341.52080546901,"sampled_pixels",10000
