"quad_id","standardized_PCA_n_pixels","standardized_PCA_manual_excluded","standardized_PCA_metric_method","standardized_PCA_pca_euclidean_mean","standardized_PCA_pca_euclidean_median","standardized_PCA_pca_euclidean_sd","standardized_PCA_rao_q_pca","standardized_PCA_rao_q_distance","standardized_PCA_alpha_hull_area","standardized_PCA_alpha_hull_method","standardized_PCA_alpha_hull_n_points","standardized_PCA_alpha_hull_alpha","standardized_PCA_pca_convex_hull_area","standardized_PCA_pca_hull_volume_3d","standardized_PCA_pca_hull_area_3d","standardized_PCA_pca_hull_3d_method","standardized_PCA_pca_hull_3d_n_points"
"0",21506,FALSE,"all_pixels",7.28190112843498,6.42917675924403,4.42739318301362,145.253965967094,"squared_euclidean_pc1_pc3",751.471956763795,"sampled_pixels",10000,1,2493.10734095682,45385.0208006909,7130.10332835155,"sampled_pixels",10000
"1",30116,FALSE,"all_pixels",7.1354326970235,6.16544166418102,4.46080512559369,141.625042808765,"squared_euclidean_pc1_pc3",738.62307889207,"sampled_pixels",10000,1,2299.30498307441,43000.4289086618,7143.55096956079,"sampled_pixels",10000
"10",30355,FALSE,"all_pixels",7.59305730008991,6.59575131971544,4.99010707337292,165.10973486896,"squared_euclidean_pc1_pc3",736.468172755674,"sampled_pixels",10000,1,3045.5732827667,71182.5952130773,10845.1008891315,"sampled_pixels",10000
"100",30808,FALSE,"all_pixels",6.62637310365144,5.81166148899064,4.09556190937758,121.363806810933,"squared_euclidean_pc1_pc3",595.339791305367,"sampled_pixels",10000,1,2418.61578972032,35646.0355299562,6378.00742333226,"sampled_pixels",10000
"1000",29877,FALSE,"all_pixels",8.04962002395185,7.023144516699,4.82820217262656,176.214276999058,"squared_euclidean_pc1_pc3",778.982593982343,"sampled_pixels",10000,1,2053.71876615121,28709.3877516096,5731.68654239429,"sampled_pixels",10000
"1001",31500,FALSE,"all_pixels",7.33487962647903,6.40967852614569,4.35056488625587,145.454546188295,"squared_euclidean_pc1_pc3",718.200421580524,"sampled_pixels",10000,1,2192.79909577006,34016.5291969292,5862.13360178936,"sampled_pixels",10000
"1002",33370,FALSE,"all_pixels",7.70422375147201,6.8130949488531,4.80105036907366,164.808915032811,"squared_euclidean_pc1_pc3",722.917542365084,"sampled_pixels",10000,1,3919.22715951237,81183.8949084962,11398.4394877319,"sampled_pixels",10000
"1003",33621,FALSE,"all_pixels",7.84632880353882,6.79985178842233,4.80425686229023,169.290146380196,"squared_euclidean_pc1_pc3",782.60620703442,"sampled_pixels",10000,1,2278.58750950072,55152.2653681,8756.38712235418,"sampled_pixels",10000
"1004",29272,FALSE,"all_pixels",7.0682680039883,6.31666149166567,4.07361436027715,133.108359262383,"squared_euclidean_pc1_pc3",714.155415466533,"sampled_pixels",10000,1,1919.01118543839,28773.5125031833,5184.21578164933,"sampled_pixels",10000
"1005",30323,FALSE,"all_pixels",6.864274935226,6.19659011868106,3.77499218064085,122.736732782595,"squared_euclidean_pc1_pc3",622.440466778247,"sampled_pixels",10000,1,1616.25253704369,22682.3529361343,4647.79775145392,"sampled_pixels",10000
