quad_id,scale,Name,ACNE2,ACRU,ACSA3C,AEFL,ALJU,CACA18,CACA38,CACO15,CAGL8,CALA21,CAOV2,CAOV3,CAPA24,CARYA,CATO6,CELA,DIVI5,FAGR,FRAMCO,FRQU,GLTR,JUNI,JUVI,LIBE3,LIST2,LITU,MAAC,NYSY,OSVI,OXAR,PATO2,PIEC2,PIVI2,PLOC,PRSES,QUAL,QUFA,QUMO4,QUMU,QUNI,QUPA5,QURU,QUSH,QUVE,SAAL5,TIAM,ULAL,ULAM,ULRU,ULSE,richness,shannon,simpson,evenness,faith_pd,rao_pd,afaith_pd
sub50_1,50m,sub50_1,0,0.5313649683939088,0.9999999999982876,0,0,0,0,0,0.8957263794264102,0,0.6878060808843484,0,0,0,0.3795660823649036,0,2.747130921894985,12.449788976047882,0,0,0,0,1.0000000000383564,0,15.581314667733459,13.270223219960247,0,0,0,6.364198562631515,0,0,0,0,0.9999999999992034,0,0,0,1.0000000000054534,0,0,0.7422311111136225,0,0.9999999999986812,0,0,0.9999999999888856,0,0,0,16,2.047122308285216,0.8228870335306389,0.7383433005640622,1630.9721290000002,218.80384968822324,6206.964887574164
sub50_2,50m,sub50_2,0,1.0000000000020437,0.3047984800068758,0,0,0,0.804603700021216,0.47325251252529965,1.0000000000013263,0,1.852454134033093,0,0,0,5.279072428645957,0,0,7.442774804217665,1.0000000000066347,0,0,0,0,0,8.649988694435484,4.6493751592489065,0,0,0,2.4429884505896786,0,0,0,0,0,0.9999999999986563,0,0,4.99804581152203,0,2.4494104745557594,0.9999999999869235,0,1.371816921229261,0,0,0,0,0,0,17,2.452528558725407,0.8909531529316902,0.8656349737553488,1031.5205390000003,188.4258026622675,2921.5020079197884
sub50_3,50m,sub50_3,0,0,2.695201520011759,1.9999999999749087,0,0,0.9999999999941664,0,4.999396143094892,0,2.8946212023587328,0,0,0,2.0433913176105336,0,0,11.454418682917838,0,0,0,0,0.9999999999996764,0,15.996310398853277,0,0,0,0,1.0000000000248603,0,0,0,0,0,0,0,0,4.723708447837542,1.0000000000001334,0.5505895254775806,0.8786565286193445,3.9008714759863947,4.017264049276131,0,0,1.8826296232183848,0,0,0.9999999999979525,18,2.4320674486847644,0.8743765795091794,0.8414375908706674,1449.9689070000004,189.0179688216894,3907.6430213748126
sub50_4,50m,sub50_4,0,0,3.000000000012099,4.772601462848762,0,0,1.0000000000086697,0,6.038569313458917e-4,0,4.505940958390103,0.9381431163560565,0,0,2.58328277406748,0,0.30660931802885755,7.548770848865379,1.9999999999964975,0,0,0,6.818884051194128,0,3.9999999999775198,2.8845146599270217,0,0,0,0,0,0,0,1.964292383220534,0,4.346785932778711,0,0,2.698604287268573,0,0,0,0,1.0278642301932197,0,0,0.29670955723978526,0,2.000000000005254,0,19,2.6484740201296835,0.9179900195521745,0.8994834122456349,1814.8343850000003,297.0099655590662,5048.7823111299695
sub50_5,50m,sub50_5,0,0,9.60505785200393,0.4665639428120456,0,0,0.052877529082528164,0,0.9699571529546428,0,3.6352720721611895,0,0,0,2.0000000000011195,0,0.1669575867639563,0.48066078618164215,0,0,0,0.9999999999926491,3.381207833292125,0,0.3628505381765001,0.16833190764230152,0,0,0,0,0,0,0,0,1.0000000000095448,9.72707330458455,0,0,5.943440661170803,1.9661697997853764,0,4.512274017575256,0,0.030758469115257665,0,2.0000000000017395,1.000000000011874,0,0,0,20,2.3914164209367943,0.8792600375858639,0.7982744125861869,1798.047293,218.01930056868815,2719.6811497870817
sub50_6,50m,sub50_6,0,0,8.176937283939843,0.5334360571473442,0,0,3.0000000000241474,0,0.03004284705165913,0,2.364727927829469,0.9999999999962075,0,0,0.07039789640786374,0,0.7282996689215121,0,0.9999999999877658,0,0,0.9999999999969349,1.9378430250237768,0,0,0,0.9940937061732855,0,0,0,0,0,0,0,0,5.7776886591568095,0,0,8.943610768964293,0.6435064465938718,2.97513190429256,1.999999999996116,0.6230751535172969,0.9692415308905057,0,0,1.0077161475018728,0,0.6181064616283265,0,21,2.5228347577025967,0.8886860674520459,0.8286471225973541,1572.7149580000003,197.81132580200764,2398.405060688761
sub50_7,50m,sub50_7,0,0,6.977417466781772,0,0,0,1.8899091468762692,0,0,0,4.0000000000301945,0,0,0,0,0,0,1.9999999999904392,1.0000000000010905,0,0,0.8569122343568022,1.0621569750099222,0,2.9999999999912093,0,0,0,0,0,0,0,0,0,0,7.827159863928285,7.902318335658401,0,12.060263414002998,0.20808888919470972,1.6256523672961272,0,0,0,0,0.35161053613263954,3.0571903285313193,0,0.3818935383570347,0.003058360275204458,17,2.3228735647889813,0.8755693124832333,0.8198724496558389,1537.7404200000003,164.93922606962653,2709.011757617431
sub50_8,50m,sub50_8,0,0,5.063710531010016,0,0,0,1.9967500449017086,0,0.8491369170644247,0,3.2273104050808885,0,0,0,0.9999999999820187,0,0,0.9999999999968843,0.6897340311566792,0,0,0,0,0,1.9999999999884517,2.0000000000032716,0,0.986475963251696,0,0,0,0,0,0,0,21.16822685201435,2.000000000010282,0,3.537080662640483,0,1.846024313851662,1.5781796442488585,1.0000000000036053,0,0,0,1.8924121798509423,0,0,0.12512313834744887,18,2.2374437053632796,0.8046884045207446,0.7741023967767605,1149.0796830000004,141.23478392831723,2060.291270701648
sub50_9,50m,sub50_9,0,0,1.00000000000901,0,0,0,0,1.000000000006137,0,0,0,0,0,0,0,0,0.2528690780632199,5.923850841641614,0,0,0,0,0,0,11.381234222550056,21.058064747793193,0,0,0,0,0,0,0,0,0,0,0.9999999999860244,0,5.214411146767251,2.3328577620636874,0,0,0,0,0,0,0,0,0,0.033246662461301,10,1.608799180302632,0.734014702975942,0.6986926064959077,909.3546810000003,181.76261688044136,4969.729640082227
sub50_10,50m,sub50_10,0,0,6.019203162205436,1.0000000000001135,0,0,1.1953962999604117,0.5267474875373808,1.0000000000003786,0,8.915791096607528,0,0,0,0,0,0,2.2624005749524083,2.5759530689119705,0,0,0,0,0,5.765697354023207,4.415755808652097,0,0,0,0,0,0,0,0,0,0,0.999999999996116,0,7.5510631700497735,0,1.3696306302684338,0,0,0.6281830787483587,0,0.6690310612632262,0.999999999990466,0,0.9999999999941622,2.271303949919655,18,2.5095196042273513,0.8958263073276506,0.8682341976846512,1176.0174300000003,201.18629351947305,2772.0703016219613
sub50_11,50m,sub50_11,0,0,0.6140765250405607,0,0,0,0,0,0,0,4.490327852719212,0,0,0,0.9999999999926525,0,1.0000000000046814,7.449618558685389,0,0,0,0,1.0000000000009426,0,4.479455440312401,3.463407530270029,0,0,0,0,0,0.5043443648994557,0,0.9999999999936667,0,0.9999999999983862,0,0,1.1977222342168194,0,1.9999999999899973,0,0,1.9827359506795195,0,0.41649467263257517,1.1849389604949467,0,0,0.8917242308918447,17,2.484155254130741,0.8896904331803717,0.876797809576267,1801.9710730000004,228.60507000805308,2705.8145021366963
sub50_12,50m,sub50_12,0,0,0,0,0,0,0,0,0,0,0.9999999999905689,0,0,0,0,0,1.6933906819241795,9.759201290516538,0,0,0,0,1.06328682274946,0,9.21277744830346,14.143975537892459,0,0,0,0,0,1.2489762821143138,0,0.02728444774414765,0.999999999971216,3.8750660460732123,0,0,0,0,0,0,0,0.9575092381137974,0,1.5835053273783168,0.6357218590961635,0,0,0.1421458363496252,14,1.9658873249446716,0.8106808498346402,0.744920280011982,1774.310987,238.18407386863547,5011.731686384537
sub50_13,50m,sub50_13,0,0,6.020229822053327,1.0000000000099263,0,0,6.80480506363027,0,0.9999999999926618,0,0.9999999999949755,0,0,0,0,0,1.8330424132219831,1.3871568190027685,1.397456342395791,0,0,1.2130443961004076,10.09821835678834,0,5.843795089708423,4.613034885178599,0,0,0,0,0,0,0,0,0,3.9005594144414624,0,0,5.524764441891092,0.03383020018877856,0,0.13976016713030243,2.353999339015103,0.014626531715274536,0,3.9999999999942215,0,0,0,0.9999999999984798,20,2.581623970905285,0.908636770841174,0.8617672525998367,1808.245842,325.4027808990515,7097.538722310564
sub50_14,50m,sub50_14,0,0,4.8958708406312645,0.9999999999820675,0,0,10.142317407265766,0,0,0,2.573726621478149,0,0,0,1.929602103584535,0,1.2717003310678938,0,1.9999999999810223,0,0,0,9.407751080962267,0,0,0,0.005906293820969578,0,0,0,0,0,0,0,0,0.3155647096647458,0,0,3.9710517626473223,0,0,2.99822478727808,4.396940454223807,0,0,0,0,0,0,1.0000000000004494,14,2.2443785050245193,0.8683349444357367,0.850447044040427,1512.5346920000002,320.7347647612783,5308.7634964826075
