scale,quad_id,sample_rule,sample_size,sample_fraction,n_boot,metric_mean,metric_median,metric_sd,metric_min,metric_max,metric_method,metric_n_points_min,metric_n_points_max,metric_cv,metric_se,ci_low,ci_high,fixed_4000_mean,delta_from_fixed_4000,rule_type,rule_value,rule_label,rule_axis_label,sample_label,plot_sample_label,source_n_pixels,source_method,selection_note
10m,11_c,pct_3,186,0.03000483949024036,50,7.060474308880275,7.04634047915055,0.30135895106125155,6.315676571226474,7.745905877280543,all_sampled_pixels,186,186,0.042682536310941446,0.042618591573335175,6.974829042613176,7.146119575147375,7.002606514324476,0.05786779455579971,percent,0.03,3% of pixels,3%,3% of pixels = 186 pixels (3.0%),"3%
186 px",6199,bootstrap_mean,Additional random bootstrap-mean quadrat selected with seed 20260703
10m,11_c,fixed_1250,1250,0.20164542668172286,50,6.968646127413134,6.958688480262717,0.10031634464045602,6.778835472352726,7.26992122706878,all_sampled_pixels,1250,1250,0.014395385101538361,0.014186873511822644,6.94013653771149,6.997155717114778,7.002606514324476,-0.03396038691134162,fixed,1250,"Fixed 1,250","1,250","Fixed 1,250 (20.2%)","1,250
20.2%",6199,bootstrap_mean,Additional random bootstrap-mean quadrat selected with seed 20260703
10m,11_c,fixed_2000,2000,0.32263268269075657,50,6.990762523239704,6.998500825592883,0.06777133541702467,6.815368785067381,7.14149308204948,all_sampled_pixels,2000,2000,0.0096944124752814,0.009584314168689236,6.971502122821439,7.010022923657969,7.002606514324476,-0.01184399108477141,fixed,2000,"Fixed 2,000","2,000","Fixed 2,000 (32.3%)","2,000
32.3%",6199,bootstrap_mean,Additional random bootstrap-mean quadrat selected with seed 20260703
10m,11_c,fixed_3000,3000,0.4839490240361349,50,6.9879533123151285,6.99839963258714,0.04997914556724134,6.884321234734465,7.094272409807996,all_sampled_pixels,3000,3000,0.007152186532093917,0.007068118549701186,6.973749396304555,7.002157228325702,7.002606514324476,-0.014653202009347055,fixed,3000,"Fixed 3,000","3,000","Fixed 3,000 (48.4%)","3,000
48.4%",6199,bootstrap_mean,Additional random bootstrap-mean quadrat selected with seed 20260703
10m,11_c,fixed_4000,4000,0.6452653653815131,50,7.002606514324476,6.998117246781195,0.03740303630339959,6.908743315520112,7.100060231284231,all_sampled_pixels,4000,4000,0.005341302017597053,0.005289588121420093,6.991976689021056,7.013236339627895,7.002606514324476,0,fixed,4000,"Fixed 4,000","4,000","Fixed 4,000 (64.5%)","4,000
64.5%",6199,bootstrap_mean,Additional random bootstrap-mean quadrat selected with seed 20260703
10m,120_d,pct_1,71,0.010045274476513865,50,8.80404747070545,8.8858657918311,0.5690424859753097,7.111539473617936,10.258013673465726,all_sampled_pixels,71,71,0.06463419102052087,0.08047476012327846,8.642327385547794,8.965767555863106,8.951745064049764,-0.1476975933443132,percent,0.01,1% of pixels,1%,1% of pixels = 71 pixels (1.0%),"1%
71 px",7068,bootstrap_mean,Additional random bootstrap-mean quadrat selected with seed 20260703
10m,120_d,pct_2,141,0.019949066213921902,50,8.97706576855583,8.914136225225723,0.40250614234012894,8.249868976556643,10.205282561759843,all_sampled_pixels,141,141,0.04483716090729738,0.056922964543588576,8.862674788585048,9.091456748526612,8.951745064049764,0.025320704506066605,percent,0.02,2% of pixels,2%,2% of pixels = 141 pixels (2.0%),"2%
141 px",7068,bootstrap_mean,Additional random bootstrap-mean quadrat selected with seed 20260703
10m,120_d,pct_3,212,0.029994340690435765,50,8.906649971866283,8.868552901467979,0.38076465605631227,8.193449652287189,9.943801174407469,all_sampled_pixels,212,212,0.04275060289323658,0.05384825406671636,8.798437853931166,9.014862089801401,8.951745064049764,-0.04509509218348029,percent,0.03,3% of pixels,3%,3% of pixels = 212 pixels (3.0%),"3%
212 px",7068,bootstrap_mean,Additional random bootstrap-mean quadrat selected with seed 20260703
10m,120_d,fixed_1250,1250,0.17685342388228636,50,8.958876956893432,8.934014998854352,0.1381036525360444,8.664760553028012,9.332404649479958,all_sampled_pixels,1250,1250,0.015415286223992637,0.019530805842973547,8.919628333110213,8.998125580676652,8.951745064049764,0.0071318928436685525,fixed,1250,"Fixed 1,250","1,250","Fixed 1,250 (17.7%)","1,250
17.7%",7068,bootstrap_mean,Additional random bootstrap-mean quadrat selected with seed 20260703
10m,120_d,fixed_2000,2000,0.2829654782116582,50,8.947380396953436,8.937238708470005,0.08789388422596232,8.790741275590516,9.195337170696178,all_sampled_pixels,2000,2000,0.009823420970889982,0.012430072312200656,8.922401231439112,8.97235956246776,8.951745064049764,-0.004364667096327324,fixed,2000,"Fixed 2,000","2,000","Fixed 2,000 (28.3%)","2,000
28.3%",7068,bootstrap_mean,Additional random bootstrap-mean quadrat selected with seed 20260703
