scale,quad_id,sample_rule,sample_size,sample_fraction,n_boot,metric_mean,metric_median,metric_sd,metric_min,metric_max,metric_method,metric_n_points_min,metric_n_points_max,metric_cv,metric_se,ci_low,ci_high,fixed_4000_mean,delta_from_fixed_4000,rule_type,rule_value,rule_label,rule_axis_label,sample_label,plot_sample_label,source_n_pixels,source_method,selection_note
10m,11_c,pct_1,62,0.010001613163413454,50,83.68322026098228,76.22778362391034,22.941456530636465,54.268552036573894,142.45247123539232,squared_euclidean_pc1_pc3,62,62,0.27414643531987776,3.24441189662189,77.16333045448341,90.20311006748115,82.86239346014662,0.8208268008356612,percent,0.01,1% of pixels,1%,1% of pixels = 62 pixels (1.0%),"1%
62 px",6199,bootstrap_mean,Additional random bootstrap-mean quadrat selected with seed 20260703
10m,11_c,pct_2,124,0.020003226326826908,50,83.52862661414935,77.74467682817654,17.393389195843945,59.00573259291934,145.5293579706752,squared_euclidean_pc1_pc3,124,124,0.2082326730474171,2.459796689639617,78.58548009827709,88.4717731300216,82.86239346014662,0.6662331540027253,percent,0.02,2% of pixels,2%,2% of pixels = 124 pixels (2.0%),"2%
124 px",6199,bootstrap_mean,Additional random bootstrap-mean quadrat selected with seed 20260703
10m,11_c,pct_3,186,0.03000483949024036,50,83.13366254023626,81.4582480002195,12.136118829980536,59.76141816273554,119.4093715625827,squared_euclidean_pc1_pc3,186,186,0.14598320895710226,1.716306384392997,79.68461573083327,86.58270934963925,82.86239346014662,0.27126908008963824,percent,0.03,3% of pixels,3%,3% of pixels = 186 pixels (3.0%),"3%
186 px",6199,bootstrap_mean,Additional random bootstrap-mean quadrat selected with seed 20260703
10m,11_c,fixed_1250,1250,0.20164542668172286,50,82.81864775489149,82.90013532411285,4.355115758186223,73.5852299592903,92.4317682136336,squared_euclidean_pc1_pc3,1250,1250,0.05258617323812798,0.6159063770931741,81.58093755109506,84.05635795868791,82.86239346014662,-0.04374570525513377,fixed,1250,"Fixed 1,250","1,250","Fixed 1,250 (20.2%)","1,250
20.2%",6199,bootstrap_mean,Additional random bootstrap-mean quadrat selected with seed 20260703
10m,11_c,fixed_2000,2000,0.32263268269075657,50,82.29471216913916,81.67344090197896,3.4850302849982047,75.62619681295568,92.22515245503521,squared_euclidean_pc1_pc3,2000,2000,0.04234816786083984,0.49285770943254337,81.30427752083529,83.28514681744304,82.86239346014662,-0.5676812910074602,fixed,2000,"Fixed 2,000","2,000","Fixed 2,000 (32.3%)","2,000
32.3%",6199,bootstrap_mean,Additional random bootstrap-mean quadrat selected with seed 20260703
10m,11_c,fixed_3000,3000,0.4839490240361349,50,82.63098283937046,82.24541305111829,2.067591909139162,79.73359744908726,89.31705883438394,squared_euclidean_pc1_pc3,3000,3000,0.025021993422956534,0.2924016519357483,82.0433797203447,83.21858595839622,82.86239346014662,-0.2314106207761597,fixed,3000,"Fixed 3,000","3,000","Fixed 3,000 (48.4%)","3,000
48.4%",6199,bootstrap_mean,Additional random bootstrap-mean quadrat selected with seed 20260703
10m,11_c,fixed_4000,4000,0.6452653653815131,50,82.86239346014662,82.86083272372942,1.7258191730493904,78.5916709751112,86.36816695320996,squared_euclidean_pc1_pc3,4000,4000,0.02082753226141649,0.24406768807299672,82.37192107801174,83.3528658422815,82.86239346014662,0,fixed,4000,"Fixed 4,000","4,000","Fixed 4,000 (64.5%)","4,000
64.5%",6199,bootstrap_mean,Additional random bootstrap-mean quadrat selected with seed 20260703
10m,120_d,pct_1,71,0.010045274476513865,50,105.544000078022,102.95120241220678,16.668217373374627,62.663549312547424,161.74766856668748,squared_euclidean_pc1_pc3,71,71,0.1579267164505123,2.3572419070009243,100.80694511378962,110.28105504225437,111.09205940392765,-5.548059325905655,percent,0.01,1% of pixels,1%,1% of pixels = 71 pixels (1.0%),"1%
71 px",7068,bootstrap_mean,Additional random bootstrap-mean quadrat selected with seed 20260703
10m,120_d,pct_2,141,0.019949066213921902,50,110.84883854788504,109.38479436099406,12.077635599345866,86.88237960613034,145.10978755175296,squared_euclidean_pc1_pc3,141,141,0.10895590569610261,1.7080356065995028,107.41641248872766,114.28126460704242,111.09205940392765,-0.2432208560426119,percent,0.02,2% of pixels,2%,2% of pixels = 141 pixels (2.0%),"2%
141 px",7068,bootstrap_mean,Additional random bootstrap-mean quadrat selected with seed 20260703
10m,120_d,pct_3,212,0.029994340690435765,50,111.2543695058116,110.44245335011672,9.738425662432112,94.74959629578434,140.5549100177268,squared_euclidean_pc1_pc3,212,212,0.08753297246382225,1.3772213647973686,108.48673955506946,114.02199945655373,111.09205940392765,0.16231010188394634,percent,0.03,3% of pixels,3%,3% of pixels = 212 pixels (3.0%),"3%
212 px",7068,bootstrap_mean,Additional random bootstrap-mean quadrat selected with seed 20260703
