scale,quad_id,sample_rule,sample_size,sample_fraction,n_boot,metric_mean,metric_median,metric_sd,metric_min,metric_max,metric_method,metric_n_points_min,metric_n_points_max,metric_cv,metric_se,ci_low,ci_high,fixed_4000_mean,delta_from_fixed_4000,rule_type,rule_value,rule_label,rule_axis_label,sample_label,plot_sample_label,source_n_pixels,source_method,selection_note
10m,1110_a,fixed_1250,1250,0.16339869281045752,50,204.2393905443129,205.38183895733113,8.348014054722482,185.81044848871775,223.05404197994267,all_pixels,1227,1244,0.0408736729603159,1.1805874695069747,201.8669112003266,206.6118698882992,306.33577759019073,-102.09638704587783,fixed,1250,"Fixed 1,250","1,250","Fixed 1,250 (16.3%)","1,250
16.3%",7650,bootstrap_mean,Additional random bootstrap-mean quadrat selected with seed 20260703
10m,1110_a,fixed_2000,2000,0.26143790849673204,50,243.70502424514072,243.40263426003582,8.45594095412823,225.07098577140226,260.1470160922141,all_pixels,1954,1980,0.034697442042156974,1.1958506379954232,241.3018724157199,246.10817607456153,306.33577759019073,-62.63075334505001,fixed,2000,"Fixed 2,000","2,000","Fixed 2,000 (26.1%)","2,000
26.1%",7650,bootstrap_mean,Additional random bootstrap-mean quadrat selected with seed 20260703
10m,1110_a,fixed_3000,3000,0.39215686274509803,50,280.9274820196716,280.4238570405645,7.1104012264290395,266.7790612944354,300.50069105327196,all_pixels,2910,2938,0.025310450851266816,1.0055625848330236,278.90672834980745,282.9482356895357,306.33577759019073,-25.408295570519158,fixed,3000,"Fixed 3,000","3,000","Fixed 3,000 (39.2%)","3,000
39.2%",7650,bootstrap_mean,Additional random bootstrap-mean quadrat selected with seed 20260703
10m,1110_a,fixed_4000,4000,0.5228758169934641,50,306.33577759019073,306.2577477863631,7.237421556721533,287.51345190961035,321.30765911229724,all_pixels,3855,3898,0.023625779573170184,1.023525972212699,304.27892514187346,308.392630038508,306.33577759019073,0,fixed,4000,"Fixed 4,000","4,000","Fixed 4,000 (52.3%)","4,000
52.3%",7650,bootstrap_mean,Additional random bootstrap-mean quadrat selected with seed 20260703
10m,1124_a,pct_1,83,0.009998795325864354,50,16.141661542768645,15.571728751199498,4.3887045313590525,7.710358896537729,26.96180205333821,all_pixels,83,83,0.27188678933273525,0.620656546949623,14.89440551525654,17.38891757028075,311.81057883357255,-295.6689172908039,percent,0.01,1% of pixels,1%,1% of pixels = 83 pixels (1.0%),"1%
83 px",8301,bootstrap_mean,Additional random bootstrap-mean quadrat selected with seed 20260703
10m,1124_a,pct_2,166,0.01999759065172871,50,49.19875128039844,49.500952336451775,5.156191227494071,37.18673141772387,58.100260487719844,all_pixels,166,166,0.10480329466305742,0.7291955564111292,47.73337794720996,50.66412461358692,311.81057883357255,-262.6118275531741,percent,0.02,2% of pixels,2%,2% of pixels = 166 pixels (2.0%),"2%
166 px",8301,bootstrap_mean,Additional random bootstrap-mean quadrat selected with seed 20260703
10m,1124_a,pct_3,249,0.029996385977593062,50,75.00053799438173,74.96980899271139,6.189586468928525,62.80984769576718,86.62369564920648,all_pixels,249,249,0.08252722759658317,0.8753397129839715,73.24147698309332,76.75959900567014,311.81057883357255,-236.81004083919083,percent,0.03,3% of pixels,3%,3% of pixels = 249 pixels (3.0%),"3%
249 px",8301,bootstrap_mean,Additional random bootstrap-mean quadrat selected with seed 20260703
10m,1124_a,fixed_1250,1250,0.15058426695578847,50,208.20916624164445,207.9526613596529,9.60711567789408,185.7277603779417,232.93126091708356,all_pixels,1250,1250,0.046141655774867306,1.3586513286964998,205.47885417560323,210.93947830768568,311.81057883357255,-103.6014125919281,fixed,1250,"Fixed 1,250","1,250","Fixed 1,250 (15.1%)","1,250
15.1%",8301,bootstrap_mean,Additional random bootstrap-mean quadrat selected with seed 20260703
10m,1124_a,fixed_2000,2000,0.24093482712926154,50,248.52987683210688,248.2391896431562,8.386681841625595,231.31690643184393,268.95098248804874,all_pixels,2000,2000,0.03374516556531019,1.1860559203735082,246.14640822467373,250.91334543954002,311.81057883357255,-63.28070200146567,fixed,2000,"Fixed 2,000","2,000","Fixed 2,000 (24.1%)","2,000
24.1%",8301,bootstrap_mean,Additional random bootstrap-mean quadrat selected with seed 20260703
10m,1124_a,fixed_3000,3000,0.3614022406938923,50,287.8162095679928,288.2273139310106,9.165312582431481,271.28871893255393,305.91597862098484,all_pixels,3000,3000,0.03184432383495168,1.2961709357463376,285.2114565524303,290.4209625835553,311.81057883357255,-23.994369265579735,fixed,3000,"Fixed 3,000","3,000","Fixed 3,000 (36.1%)","3,000
36.1%",8301,bootstrap_mean,Additional random bootstrap-mean quadrat selected with seed 20260703
10m,1124_a,fixed_4000,4000,0.4818696542585231,50,311.81057883357255,312.77755622752426,6.381010489307044,293.8500632994758,326.952985130964,all_pixels,4000,4000,0.020464381013553995,0.9024111575623001,309.99711571762623,313.62404194951887,311.81057883357255,0,fixed,4000,"Fixed 4,000","4,000","Fixed 4,000 (48.2%)","4,000
48.2%",8301,bootstrap_mean,Additional random bootstrap-mean quadrat selected with seed 20260703
10m,112_b,pct_1,73,0.00994550408719346,50,11.758543447847785,11.615962588094721,3.5925783490784458,4.420242770391519,22.016748247778267,all_pixels,72,73,0.30552919798378686,0.5080673025154682,10.73754397791765,12.77954291777792,414.969032765117,-403.2104893172692,percent,0.01,1% of pixels,1%,1% of pixels = 73 pixels (1.0%),"1%
73 px",7340,bootstrap_mean,Original random bootstrap-mean quadrat selected with seed 20260703
10m,112_b,pct_2,147,0.02002724795640327,50,34.367708114578804,34.277746624939006,4.506601417373347,26.92654463332442,45.29380387018626,all_pixels,145,147,0.1311289482076823,0.6373296844659201,33.0869461627887,35.64847006636891,414.969032765117,-380.6013246505382,percent,0.02,2% of pixels,2%,2% of pixels = 147 pixels (2.0%),"2%
147 px",7340,bootstrap_mean,Original random bootstrap-mean quadrat selected with seed 20260703
10m,112_b,pct_3,220,0.02997275204359673,50,53.98228403682431,53.70829405514286,5.536288242791974,40.30752618147878,64.06029536419608,all_pixels,218,220,0.10255750273581171,0.782949391816312,52.408888327104854,55.55567974654377,414.969032765117,-360.9867487282927,percent,0.03,3% of pixels,3%,3% of pixels = 220 pixels (3.0%),"3%
220 px",7340,bootstrap_mean,Original random bootstrap-mean quadrat selected with seed 20260703
10m,112_b,fixed_1250,1250,0.17029972752043596,50,185.05271062413954,183.48020802346846,9.962068960369487,165.54674531542224,212.0285194457863,all_pixels,1241,1250,0.05383368299102324,1.4088493033050569,182.2215219513709,187.88389929690817,414.969032765117,-229.91632214097746,fixed,1250,"Fixed 1,250","1,250","Fixed 1,250 (17.0%)","1,250
17.0%",7340,bootstrap_mean,Original random bootstrap-mean quadrat selected with seed 20260703
10m,112_b,fixed_2000,2000,0.2724795640326976,50,258.44777202929333,259.4840646761006,12.078754321829468,232.0496936407681,291.4928689531279,all_pixels,1981,1994,0.046735764936137354,1.7081938178503868,255.01502803272393,261.88051602586273,414.969032765117,-156.52126073582366,fixed,2000,"Fixed 2,000","2,000","Fixed 2,000 (27.2%)","2,000
27.2%",7340,bootstrap_mean,Original random bootstrap-mean quadrat selected with seed 20260703
10m,112_b,fixed_3000,3000,0.4087193460490463,50,340.48971571585383,341.54958545458214,12.255526554573951,313.1972116978999,375.67553207598917,all_pixels,2968,2984,0.03599382298172394,1.733193186750209,337.0067336065995,343.9726978251082,414.969032765117,-74.47931704926316,fixed,3000,"Fixed 3,000","3,000","Fixed 3,000 (40.9%)","3,000
40.9%",7340,bootstrap_mean,Original random bootstrap-mean quadrat selected with seed 20260703
10m,112_b,fixed_4000,4000,0.5449591280653951,50,414.969032765117,413.78912309885004,12.36806186882752,390.90652704461604,444.19963042462194,all_pixels,3948,3974,0.029804782748278368,1.7491080835165405,411.45406847341957,418.4839970568144,414.969032765117,0,fixed,4000,"Fixed 4,000","4,000","Fixed 4,000 (54.5%)","4,000
54.5%",7340,bootstrap_mean,Original random bootstrap-mean quadrat selected with seed 20260703
10m,114_b,pct_1,72,0.009946125155408206,50,6.716237042340871,6.153579505391052,2.709731255626312,2.1474957430340145,13.165566713392083,all_pixels,72,72,0.40345974070651097,0.3832138692093006,5.946139940253377,7.486334144428365,481.0983731837893,-474.3821361414484,percent,0.01,1% of pixels,1%,1% of pixels = 72 pixels (1.0%),"1%
72 px",7239,bootstrap_mean,Additional random bootstrap-mean quadrat selected with seed 20260703
10m,114_b,pct_2,145,0.02003039093797486,50,30.047457807833453,29.22874169455516,5.831100190178204,16.479542422980536,42.340162118246496,all_pixels,145,145,0.19406301283358557,0.824642097250635,28.390277469704255,31.70463814596265,481.0983731837893,-451.05091537595587,percent,0.02,2% of pixels,2%,2% of pixels = 145 pixels (2.0%),"2%
145 px",7239,bootstrap_mean,Additional random bootstrap-mean quadrat selected with seed 20260703
10m,114_b,pct_3,217,0.029976516093383063,50,58.1332488967537,57.56438340219528,6.675478060442853,44.677015511464234,73.87241649571244,all_pixels,217,217,0.11483063801059343,0.9440551608402327,56.23609902304511,60.03039877046229,481.0983731837893,-422.9651242870356,percent,0.03,3% of pixels,3%,3% of pixels = 217 pixels (3.0%),"3%
217 px",7239,bootstrap_mean,Additional random bootstrap-mean quadrat selected with seed 20260703
10m,114_b,fixed_1250,1250,0.17267578394805913,50,259.9879700232071,258.0054336774733,11.649526973314781,235.00748172356816,282.73666466757726,all_pixels,1249,1250,0.044807946199491154,1.6474919040892957,256.6772110893783,263.29872895703585,481.0983731837893,-221.11040316058222,fixed,1250,"Fixed 1,250","1,250","Fixed 1,250 (17.3%)","1,250
17.3%",7239,bootstrap_mean,Additional random bootstrap-mean quadrat selected with seed 20260703
10m,114_b,fixed_2000,2000,0.2762812543168946,50,334.56931162807723,333.86491014274463,10.820634254573397,315.56571204031155,355.7097278591438,all_pixels,1999,2000,0.032341980804868664,1.5302687716296584,331.4941213984581,337.64450185769635,481.0983731837893,-146.52906155571208,fixed,2000,"Fixed 2,000","2,000","Fixed 2,000 (27.6%)","2,000
27.6%",7239,bootstrap_mean,Additional random bootstrap-mean quadrat selected with seed 20260703
10m,114_b,fixed_3000,3000,0.4144218814753419,50,409.76283306541484,409.98460520302285,13.506203110806332,386.2481921153907,440.972250597886,all_pixels,2999,3000,0.03296102530765691,1.9100655615468,405.924412611637,413.60125351919265,481.0983731837893,-71.33554011837447,fixed,3000,"Fixed 3,000","3,000","Fixed 3,000 (41.4%)","3,000
41.4%",7239,bootstrap_mean,Additional random bootstrap-mean quadrat selected with seed 20260703
10m,114_b,fixed_4000,4000,0.5525625086337892,50,481.0983731837893,481.40609887238975,12.69086686150493,438.4769920129313,502.3109390086403,all_pixels,3999,4000,0.026378943619201893,1.7947596033811546,477.49166872823463,484.705077639344,481.0983731837893,0,fixed,4000,"Fixed 4,000","4,000","Fixed 4,000 (55.3%)","4,000
55.3%",7239,bootstrap_mean,Additional random bootstrap-mean quadrat selected with seed 20260703
10m,11_c,pct_1,62,0.010001613163413454,50,8.186245094592094,8.288707195885053,3.123341775741918,2.5463634775104067,14.355627353404257,all_pixels,62,62,0.3815353363662695,0.44170722991806866,7.298601183287792,9.073889005896396,336.8199825285194,-328.6337374339273,percent,0.01,1% of pixels,1%,1% of pixels = 62 pixels (1.0%),"1%
62 px",6199,bootstrap_mean,Additional random bootstrap-mean quadrat selected with seed 20260703
10m,11_c,pct_2,124,0.020003226326826908,50,31.779968905802082,31.76107869003672,5.885197867603049,16.20447101584193,43.52966734255869,all_pixels,123,124,0.18518576544386064,0.832292664161345,30.10741417785912,33.452523633745045,336.8199825285194,-305.0400136227173,percent,0.02,2% of pixels,2%,2% of pixels = 124 pixels (2.0%),"2%
124 px",6199,bootstrap_mean,Additional random bootstrap-mean quadrat selected with seed 20260703
10m,11_c,pct_3,186,0.03000483949024036,50,53.66358127460409,53.465698060959305,5.953226670009835,43.27007264912061,70.49560353414692,all_pixels,185,186,0.11093606741500045,0.8419133896609127,51.97169297493398,55.3554695742742,336.8199825285194,-283.1564012539153,percent,0.03,3% of pixels,3%,3% of pixels = 186 pixels (3.0%),"3%
186 px",6199,bootstrap_mean,Additional random bootstrap-mean quadrat selected with seed 20260703
10m,11_c,fixed_1250,1250,0.20164542668172286,50,218.6327388690172,219.3870418095213,9.51419728359879,194.5030603969591,241.01698754383574,all_pixels,1246,1250,0.043516800515858434,1.3455106833558668,215.9288339184524,221.336643819582,336.8199825285194,-118.1872436595022,fixed,1250,"Fixed 1,250","1,250","Fixed 1,250 (20.2%)","1,250
20.2%",6199,bootstrap_mean,Additional random bootstrap-mean quadrat selected with seed 20260703
10m,11_c,fixed_2000,2000,0.32263268269075657,50,266.9121900626351,266.94302929905086,7.029576288658921,252.2081214276884,280.8671396686701,all_pixels,1994,2000,0.02633666258183758,0.9941322125157773,264.91440658593086,268.9099735393393,336.8199825285194,-69.90779246588431,fixed,2000,"Fixed 2,000","2,000","Fixed 2,000 (32.3%)","2,000
32.3%",6199,bootstrap_mean,Additional random bootstrap-mean quadrat selected with seed 20260703
10m,11_c,fixed_3000,3000,0.4839490240361349,50,306.36063398318504,306.7144106832742,7.567552941774002,292.9828633157712,323.31885999076917,all_pixels,2989,2999,0.024701453458244756,1.0702136004233207,304.2099592333354,308.5113087330347,336.8199825285194,-30.459348545334365,fixed,3000,"Fixed 3,000","3,000","Fixed 3,000 (48.4%)","3,000
48.4%",6199,bootstrap_mean,Additional random bootstrap-mean quadrat selected with seed 20260703
10m,11_c,fixed_4000,4000,0.6452653653815131,50,336.8199825285194,335.54245473803223,10.254292120375682,309.37689058014934,372.63120259450574,all_pixels,3981,3995,0.030444429227138938,1.4501758989170852,333.90574495257397,339.73422010446484,336.8199825285194,0,fixed,4000,"Fixed 4,000","4,000","Fixed 4,000 (64.5%)","4,000
64.5%",6199,bootstrap_mean,Additional random bootstrap-mean quadrat selected with seed 20260703
10m,120_d,pct_1,71,0.010045274476513865,50,7.5508415977801135,6.475467715709755,3.596629348516443,2.032006717903081,20.001059898707435,all_pixels,71,71,0.4763216526186727,0.5086402003501063,6.528690846548085,8.572992349012143,429.53757783037327,-421.98673623259316,percent,0.01,1% of pixels,1%,1% of pixels = 71 pixels (1.0%),"1%
71 px",7068,bootstrap_mean,Additional random bootstrap-mean quadrat selected with seed 20260703
10m,120_d,pct_2,141,0.019949066213921902,50,33.419594604879826,33.163742562234475,6.048242582351227,20.795746895928225,48.08563379811908,all_pixels,141,141,0.18097893328329245,0.8553506688483576,31.700703081700233,35.13848612805942,429.53757783037327,-396.11798322549345,percent,0.02,2% of pixels,2%,2% of pixels = 141 pixels (2.0%),"2%
141 px",7068,bootstrap_mean,Additional random bootstrap-mean quadrat selected with seed 20260703
10m,120_d,pct_3,212,0.029994340690435765,50,64.82096839487357,65.31749987668653,7.228188443216328,49.270875023366344,81.78301937168362,all_pixels,212,212,0.11151003482675485,1.0222202127784998,62.76673996838092,66.87519682136623,429.53757783037327,-364.71660943549966,percent,0.03,3% of pixels,3%,3% of pixels = 212 pixels (3.0%),"3%
212 px",7068,bootstrap_mean,Additional random bootstrap-mean quadrat selected with seed 20260703
10m,120_d,fixed_1250,1250,0.17685342388228636,50,259.8578782637302,262.52414313758004,9.764186506710596,232.4218025610953,273.44615900181617,all_pixels,1249,1250,0.03757510286757944,1.3808644983330498,257.0829271620492,262.63282936541117,429.53757783037327,-169.67969956664308,fixed,1250,"Fixed 1,250","1,250","Fixed 1,250 (17.7%)","1,250
17.7%",7068,bootstrap_mean,Additional random bootstrap-mean quadrat selected with seed 20260703
10m,120_d,fixed_2000,2000,0.2829654782116582,50,324.8703171080446,325.09818136331944,11.849199991797425,299.3657827080481,348.1103690261334,all_pixels,1999,2000,0.036473630762199324,1.6757299331671085,321.50281173023575,328.2378224858535,429.53757783037327,-104.66726072232865,fixed,2000,"Fixed 2,000","2,000","Fixed 2,000 (28.3%)","2,000
28.3%",7068,bootstrap_mean,Additional random bootstrap-mean quadrat selected with seed 20260703
10m,120_d,fixed_3000,3000,0.4244482173174873,50,382.83014179716736,383.70527611567155,12.34829371135942,354.41765562994436,408.8539302670068,all_pixels,2999,3000,0.032255280771235205,1.7463124438770892,379.3207955536613,386.3394880406734,429.53757783037327,-46.70743603320591,fixed,3000,"Fixed 3,000","3,000","Fixed 3,000 (42.4%)","3,000
42.4%",7068,bootstrap_mean,Additional random bootstrap-mean quadrat selected with seed 20260703
10m,120_d,fixed_4000,4000,0.5659309564233164,50,429.53757783037327,429.25221161284173,12.061944905347765,399.88843089888417,455.9479584227374,all_pixels,3999,4000,0.028081233232895617,1.7058166073739867,426.1096110171107,432.96554464363584,429.53757783037327,0,fixed,4000,"Fixed 4,000","4,000","Fixed 4,000 (56.6%)","4,000
56.6%",7068,bootstrap_mean,Additional random bootstrap-mean quadrat selected with seed 20260703
10m,1305_c,pct_1,80,0.009966363523109506,50,5.00777582361809,4.5805445383096375,2.924423921616349,1.4925439796225926,14.758717875640604,all_pixels,80,80,0.58397660450852,0.41357599720781535,4.176663740958233,5.838887906277947,514.431972010251,-509.4241961866329,percent,0.01,1% of pixels,1%,1% of pixels = 80 pixels (1.0%),"1%
80 px",8027,bootstrap_mean,Additional random bootstrap-mean quadrat selected with seed 20260703
10m,1305_c,pct_2,161,0.02005730659025788,50,34.00180599880993,32.99999703169088,6.48612768457288,23.811792552616854,54.497665061178,all_pixels,160,161,0.19075832868406742,0.9172769738806567,32.158468906510514,35.84514309110934,514.431972010251,-480.4301660114411,percent,0.02,2% of pixels,2%,2% of pixels = 161 pixels (2.0%),"2%
161 px",8027,bootstrap_mean,Additional random bootstrap-mean quadrat selected with seed 20260703
10m,1305_c,pct_3,241,0.030023670113367384,50,70.2961400764448,70.35464837612953,8.712575867929305,50.500563179217544,90.18958775091129,all_pixels,240,241,0.12394102803446473,1.2321442955630162,67.82005341151131,72.77222674137829,514.431972010251,-444.13583193380623,percent,0.03,3% of pixels,3%,3% of pixels = 241 pixels (3.0%),"3%
241 px",8027,bootstrap_mean,Additional random bootstrap-mean quadrat selected with seed 20260703
10m,1305_c,fixed_1250,1250,0.15572443004858602,50,307.93412598026873,308.8815292302645,12.973220530563887,286.10939490730465,333.93060399574705,all_pixels,1247,1250,0.04212985647259883,1.8346904421980528,304.24717749982983,311.62107446070763,514.431972010251,-206.49784602998227,fixed,1250,"Fixed 1,250","1,250","Fixed 1,250 (15.6%)","1,250
15.6%",8027,bootstrap_mean,Additional random bootstrap-mean quadrat selected with seed 20260703
10m,1305_c,fixed_2000,2000,0.24915908807773762,50,384.17593944933503,384.98924321543996,9.93652978690394,360.35169336307945,408.2516037959034,all_pixels,1994,2000,0.025864529155955548,1.405237518756379,381.3520089293573,386.9998699693128,514.431972010251,-130.25603256091597,fixed,2000,"Fixed 2,000","2,000","Fixed 2,000 (24.9%)","2,000
24.9%",8027,bootstrap_mean,Additional random bootstrap-mean quadrat selected with seed 20260703
10m,1305_c,fixed_3000,3000,0.37373863211660646,50,455.3722001100419,456.228208642325,10.615366557274331,433.87139336210896,486.4143524893219,all_pixels,2989,2999,0.023311406701395254,1.501239535485915,452.35534631453,458.3890539055538,514.431972010251,-59.059771900209114,fixed,3000,"Fixed 3,000","3,000","Fixed 3,000 (37.4%)","3,000
37.4%",8027,bootstrap_mean,Additional random bootstrap-mean quadrat selected with seed 20260703
10m,1305_c,fixed_4000,4000,0.49831817615547525,50,514.431972010251,511.86830113510445,10.354942181527324,496.8415408199082,536.7236765776571,all_pixels,3983,3997,0.020128885343310237,1.4644099670705184,511.4891300034208,517.3748140170811,514.431972010251,0,fixed,4000,"Fixed 4,000","4,000","Fixed 4,000 (49.8%)","4,000
49.8%",8027,bootstrap_mean,Additional random bootstrap-mean quadrat selected with seed 20260703
10m,1315_b,pct_1,91,0.010025338768315522,49,6.341379810869726,6.170128065144208,3.2699212311807053,1.0790997346486981,15.221431074800499,all_pixels; fallback_sampled_pixels_alpha_failed,91,91,0.5156482230532463,0.46713160445438645,5.402148770568962,7.28061085117049,592.4738165647012,-586.1324367538315,percent,0.01,1% of pixels,1%,1% of pixels = 91 pixels (1.0%),"1%
91 px",9077,bootstrap_mean,Additional random bootstrap-mean quadrat selected with seed 20260703
10m,1315_b,pct_2,182,0.020050677536631045,50,32.41461286847739,31.613550244905007,6.7392630651546135,18.996327018185376,48.82805670776639,all_pixels,182,182,0.2079081768614433,0.953075722714173,30.499335497001937,34.329890239952846,592.4738165647012,-560.0592036962238,percent,0.02,2% of pixels,2%,2% of pixels = 182 pixels (2.0%),"2%
182 px",9077,bootstrap_mean,Additional random bootstrap-mean quadrat selected with seed 20260703
10m,1315_b,pct_3,272,0.029965847747052993,50,73.66597480009558,74.56100149673902,8.769593529338671,54.52504002670859,92.49879529630333,all_pixels,270,272,0.11904537411113295,1.2402078105690084,71.17368389508184,76.15826570510933,592.4738165647012,-518.8078417646057,percent,0.03,3% of pixels,3%,3% of pixels = 272 pixels (3.0%),"3%
272 px",9077,bootstrap_mean,Additional random bootstrap-mean quadrat selected with seed 20260703
10m,1315_b,fixed_1250,1250,0.13771069736697147,50,329.7613282303402,329.219470490371,14.522209167815873,302.7914986418674,360.55637690389665,all_pixels,1246,1250,0.04403854522829925,2.0537505160744107,325.63416204999567,333.88849441068476,592.4738165647012,-262.712488334361,fixed,1250,"Fixed 1,250","1,250","Fixed 1,250 (13.8%)","1,250
13.8%",9077,bootstrap_mean,Additional random bootstrap-mean quadrat selected with seed 20260703
10m,1315_b,fixed_2000,2000,0.22033711578715434,50,426.2794345792784,427.51537877653743,14.057699031440473,391.1378685749281,454.5026993252824,all_pixels,1994,2000,0.032977661813113006,1.9880588626022238,422.28428071903767,430.27458843951916,592.4738165647012,-166.1943819854228,fixed,2000,"Fixed 2,000","2,000","Fixed 2,000 (22.0%)","2,000
22.0%",9077,bootstrap_mean,Additional random bootstrap-mean quadrat selected with seed 20260703
10m,1315_b,fixed_3000,3000,0.3305056736807315,49,518.0693736541015,518.6655895687361,12.55157528956964,484.86542867400277,545.085195071941,all_pixels; fallback_sampled_pixels_alpha_failed,2992,3000,0.024227595623033164,1.7930821842242344,514.4641402912234,521.6746070169795,592.4738165647012,-74.40444291059976,fixed,3000,"Fixed 3,000","3,000","Fixed 3,000 (33.1%)","3,000
33.1%",9077,bootstrap_mean,Additional random bootstrap-mean quadrat selected with seed 20260703
10m,1315_b,fixed_4000,4000,0.4406742315743087,50,592.4738165647012,592.5812864768335,15.941642606767697,540.1400658629985,622.210962365166,all_pixels,3990,3999,0.026906914974236314,2.254488718099566,587.9432518644211,597.0043812649814,592.4738165647012,0,fixed,4000,"Fixed 4,000","4,000","Fixed 4,000 (44.1%)","4,000
44.1%",9077,bootstrap_mean,Additional random bootstrap-mean quadrat selected with seed 20260703
10m,1400_b,pct_1,68,0.00999118424919189,50,4.247777946928985,4.12743228255843,1.8495298434216043,0.8503764600908307,8.25656685811865,all_pixels,68,68,0.43541114119648333,0.261563018858062,3.7221473812830554,4.773408512574915,491.83043070521893,-487.58265275828995,percent,0.01,1% of pixels,1%,1% of pixels = 68 pixels (1.0%),"1%
68 px",6806,bootstrap_mean,Additional random bootstrap-mean quadrat selected with seed 20260703
